City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Lorengau,PG,-2.0226,147.2712,83.93,79,58,7.85,broken clouds
464,Kodinsk,RU,58.6881,99.1844,32.63,84,100,13.4,overcast clouds
465,Port Hedland,AU,-20.3167,118.5667,111.25,8,11,16.11,few clouds
466,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,8.6,84,74,7.92,broken clouds
467,Ishigaki,JP,24.3448,124.1572,68.13,52,75,18.41,broken clouds
468,Koscian,PL,52.0883,16.6487,36.32,73,100,13.27,overcast clouds
469,Farmington,US,36.7281,-108.2187,45.28,40,1,4.61,clear sky
470,Watertown,US,42.3709,-71.1828,34.0,57,1,1.01,clear sky
471,Kahului,US,20.8947,-156.47,73.42,91,90,21.85,light rain
472,Mayo,US,38.8876,-76.5119,50.41,67,90,0.0,overcast clouds
473,Daru,PG,-9.0763,143.2092,84.18,75,100,5.61,overcast clouds
474,Houston,US,29.7633,-95.3633,72.41,84,20,3.0,mist
475,Svetlogorsk,BY,52.6333,29.7333,29.75,85,75,9.31,broken clouds
476,Basco,PH,20.4487,121.9702,72.37,62,91,28.39,overcast clouds
477,Harlingen,US,26.1906,-97.6961,74.34,95,1,8.05,clear sky
478,Talara,PE,-4.5772,-81.2719,66.45,88,14,14.85,few clouds
479,Kijang,KR,35.2442,129.2139,44.33,40,0,10.94,clear sky
480,Teya,RU,60.3778,92.6267,23.47,86,100,11.65,overcast clouds
481,Tiksi,RU,71.6872,128.8694,-31.34,99,42,5.5,scattered clouds
482,Takhtamygda,RU,54.1,123.5667,2.48,71,99,1.25,overcast clouds
483,Uarini,BR,-2.99,-65.1083,73.49,97,99,1.5,overcast clouds
484,Xacmaz,AZ,41.4635,48.806,43.32,59,0,3.42,clear sky
485,Rauma,FI,61.1272,21.5113,21.24,90,96,7.9,overcast clouds
486,Buluang,PH,13.3068,123.3425,81.25,65,100,8.86,overcast clouds
487,Labuan,MY,5.2767,115.2417,82.76,83,20,3.0,few clouds
488,Shingu,JP,33.7333,135.9833,52.79,51,3,14.07,clear sky
489,Imperia,IT,43.9667,7.7833,42.4,51,35,5.37,scattered clouds
490,Lagoa,PT,39.05,-27.9833,63.93,85,100,11.39,overcast clouds
491,Saint-Denis,FR,48.9167,2.3333,54.14,96,90,5.01,light intensity drizzle
492,Yumen,CN,40.2833,97.2,33.98,24,0,11.99,clear sky
493,Catia La Mar,VE,10.6038,-67.0303,80.49,83,40,2.3,scattered clouds
494,Ahuimanu,US,21.4447,-157.8378,73.45,68,75,19.57,broken clouds
495,Labrea,BR,-7.2586,-64.7981,74.32,96,100,2.06,overcast clouds
496,Tazovskiy,RU,67.4667,78.7,-21.96,94,100,9.31,overcast clouds
497,Faanui,PF,-16.4833,-151.75,81.46,72,28,18.14,scattered clouds
498,Norman Wells,CA,65.282,-126.8329,-41.76,66,20,3.44,few clouds
499,Fukue,JP,32.6881,128.8419,53.96,47,20,13.8,few clouds
500,Partizanskoye,RU,55.5006,94.39,28.13,76,48,21.05,scattered clouds
501,Ayr,GB,55.4627,-4.6339,43.11,81,40,13.8,scattered clouds
502,Lianzhou,CN,24.7811,112.3825,62.71,33,6,3.06,clear sky
503,Los Llanos De Aridane,ES,28.6585,-17.9182,61.12,64,75,11.99,broken clouds
504,Olafsvik,IS,64.8945,-23.7142,35.53,60,79,2.48,broken clouds
505,Obihiro,JP,42.9172,143.2044,40.41,73,39,11.36,scattered clouds
506,Nalut,LY,30.3333,10.85,42.94,75,0,8.7,clear sky
507,Amargosa,BR,-13.0303,-39.6047,69.39,98,100,2.82,moderate rain
508,Kamina,CD,-8.7386,24.9906,62.73,93,37,1.54,scattered clouds
509,Waipawa,NZ,-41.4122,175.5153,63.45,61,100,6.87,light rain
510,Toba Tek Singh,PK,30.9743,72.4827,61.63,30,0,3.22,clear sky
511,Lundazi,ZM,-12.2929,33.1782,67.19,66,3,7.49,clear sky
512,Wewak,PG,-3.5534,143.6268,86.54,68,63,8.25,broken clouds
513,Raton,US,36.9034,-104.4391,45.64,54,1,11.5,clear sky
514,North Platte,US,41.1239,-100.7654,42.39,57,1,3.0,clear sky
515,Swan Hill,AU,-35.3378,143.5544,73.85,29,0,13.47,clear sky
516,Mayachnyy,RU,52.6839,55.685,32.95,94,100,12.91,overcast clouds
517,Itarema,BR,-2.9248,-39.9167,80.37,80,77,12.75,broken clouds
518,Alta Floresta,BR,-9.8756,-56.0861,71.38,99,100,3.49,very heavy rain
519,Vila Velha,BR,-20.3297,-40.2925,71.55,93,75,1.01,broken clouds
520,Copiapo,CL,-27.3667,-70.3333,55.09,52,2,1.05,clear sky
521,Cairns,AU,-16.9167,145.7667,97.07,54,98,17.27,overcast clouds
522,Sayat,TM,38.7839,63.8803,39.07,54,92,9.13,overcast clouds
523,Katobu,ID,-4.9408,122.5276,79.2,87,100,7.14,moderate rain
524,Heyang,CN,26.1011,107.473,57.09,61,26,2.93,scattered clouds
525,Vaitape,PF,-16.5167,-151.75,81.48,71,26,18.1,scattered clouds
526,Mana,GF,5.6592,-53.7767,76.78,89,80,7.56,broken clouds
527,Port Macquarie,AU,-31.4333,152.9167,78.76,78,75,11.5,thunderstorm
528,Pyu,MM,18.4833,96.4333,77.56,68,18,2.35,few clouds
529,Harper,LR,4.375,-7.7169,78.58,86,100,7.45,overcast clouds
530,Tallahassee,US,30.4383,-84.2807,62.62,92,75,0.0,broken clouds
531,Tres Arroyos,AR,-38.3739,-60.2798,51.85,80,86,7.45,overcast clouds
532,Kharhial,IN,20.2833,82.7667,68.38,73,100,5.59,overcast clouds
533,Baoding,CN,38.8511,115.4903,46.89,32,0,4.94,clear sky
534,Kigoma,TZ,-4.8769,29.6267,71.82,79,73,5.73,broken clouds
535,Khilok,RU,51.3674,110.4676,27.07,55,9,3.04,clear sky
536,Apache Junction,US,33.4151,-111.5496,69.46,35,1,3.0,clear sky
537,Lewiston,US,44.1003,-70.2148,28.31,54,1,6.91,clear sky
538,Poso,ID,-1.3959,120.7524,80.6,79,100,1.77,overcast clouds
539,Luanda,AO,-8.8368,13.2343,78.8,83,75,6.91,light rain
540,Punta Alta,AR,-38.8759,-62.0736,55.71,72,80,11.92,broken clouds
541,Yaan,NG,7.3833,8.5667,72.86,42,23,4.47,few clouds
542,Tevriz,RU,57.509,72.4042,23.0,93,100,8.52,overcast clouds
543,San Cristobal,VE,7.7669,-72.225,71.78,88,92,1.52,overcast clouds
544,Santa Maria,BR,-29.6842,-53.8069,69.1,73,0,13.8,clear sky
545,Goderich,CA,43.7501,-81.7165,35.91,75,96,4.61,overcast clouds
546,Kingman,US,35.1894,-114.053,54.3,27,1,0.0,clear sky
547,Hirara,JP,24.8,125.2833,68.27,56,40,13.8,scattered clouds
548,Blackwater,AU,-23.5833,148.8833,95.36,28,0,8.28,clear sky
549,Tuzha,RU,57.6062,47.936,36.52,97,100,15.88,overcast clouds
550,Gull Lake,CA,50.1001,-108.4847,21.56,56,100,4.5,overcast clouds
551,Segovia,ES,41.1667,-4.0,44.82,93,100,12.73,overcast clouds
552,Khandyga,RU,62.6667,135.6,-35.05,91,20,3.85,few clouds
553,Ust-Nera,RU,64.5667,143.2,-30.82,98,78,2.84,broken clouds
554,Roma,US,43.2128,-75.4557,33.66,73,90,3.44,overcast clouds
555,Helong,CN,42.5397,128.9972,15.46,64,4,11.48,clear sky
556,Ken Caryl,US,39.5773,-105.1169,50.77,54,1,1.99,clear sky
557,Dhone,IN,15.4167,77.8833,75.52,64,99,1.45,overcast clouds
558,Drexel Heights,US,32.1412,-111.0284,68.97,33,1,1.01,clear sky
559,Malkapur,IN,20.8833,76.2,70.86,44,17,6.02,few clouds
560,Zhigansk,RU,66.7697,123.3711,-22.47,88,100,23.69,overcast clouds
561,Am Timan,TD,11.0297,20.2827,74.73,33,8,6.89,clear sky
562,San Vicente,AR,-26.6167,-54.1333,63.97,63,15,3.04,few clouds
563,Okakarara,NA,-20.5833,17.4333,69.13,67,100,7.23,light rain
564,Chorozinho,BR,-4.3003,-38.4978,83.8,89,96,2.95,overcast clouds
565,Trincomalee,LK,8.5711,81.2335,78.71,76,100,3.38,overcast clouds
566,El Campo,US,29.1966,-96.2697,70.29,94,1,4.61,clear sky
567,Nikolsk,RU,53.7189,46.0712,38.19,75,100,21.61,overcast clouds
568,Ketchikan,US,55.3422,-131.6461,30.67,93,40,4.61,scattered clouds
569,Guarapari,BR,-20.6667,-40.4975,71.49,89,100,1.59,overcast clouds
570,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,77,0,16.11,clear sky
571,Weligama,LK,5.9667,80.4167,80.58,79,83,1.36,broken clouds
572,Djibo,BF,14.1022,-1.6306,74.48,18,35,7.63,scattered clouds
573,Gunnedah,AU,-30.9833,150.25,90.84,27,21,13.78,few clouds
574,Tevaitoa,PF,-16.7833,-151.5,81.54,70,24,18.19,few clouds
575,Kailua,US,21.4022,-157.7394,73.74,71,99,21.21,overcast clouds
576,Umm Lajj,SA,25.0213,37.2685,74.19,54,50,7.36,scattered clouds
577,Rocha,UY,-34.4833,-54.3333,57.78,94,62,5.23,broken clouds
578,Sterling,US,39.0062,-77.4286,49.44,70,75,3.0,broken clouds
579,Newport,GB,51.5877,-2.9984,46.76,93,99,6.62,moderate rain
580,Ivanivka,UA,46.7208,34.553,42.98,86,100,10.96,overcast clouds
581,Kyabe,TD,9.4515,18.9449,75.9,32,7,4.23,clear sky
582,Wattegama,LK,6.7989,81.4808,74.32,81,67,1.81,broken clouds
583,Krasnoselkup,RU,65.7,82.4667,-21.24,94,93,8.95,overcast clouds
584,Beloha,MG,-25.1667,45.05,75.54,53,0,2.37,clear sky
585,Berlevag,NO,70.8578,29.0864,23.43,74,34,11.92,scattered clouds
586,Shulan,CN,44.4167,126.95,13.33,61,7,3.51,clear sky
587,Poum,NC,-20.2333,164.0167,81.12,74,29,16.51,light rain
588,Aginskoye,RU,51.1,114.53,25.3,60,53,2.75,broken clouds
589,Kapuskasing,CA,49.4169,-82.4331,3.2,78,90,2.3,overcast clouds
590,Maceio,BR,-9.6658,-35.7353,81.84,78,75,5.75,broken clouds
591,Tinskoy,RU,56.1525,96.9161,32.09,76,89,18.7,overcast clouds
592,Arvika,SE,59.6553,12.5852,18.21,84,100,6.51,overcast clouds
593,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.96,92,100,2.37,overcast clouds
594,Dongsheng,CN,39.8161,109.9776,31.87,17,6,6.17,clear sky
595,Yulara,AU,-25.2406,130.9889,100.24,14,0,14.97,clear sky
596,Acarau,BR,-2.8856,-40.12,80.22,82,58,12.77,broken clouds
597,Quibdo,CO,5.6947,-76.6611,73.92,99,98,2.35,overcast clouds
598,Dharchula,IN,29.85,80.5333,59.97,46,0,5.55,clear sky
599,Kiama,AU,-34.6833,150.8667,70.0,84,99,1.99,overcast clouds
600,Bakel,SN,14.905,-12.4568,78.13,14,65,10.31,broken clouds
601,Sakhnovshchyna,UA,49.1517,35.872,36.19,85,100,9.55,light rain
602,Likhoslavl,RU,57.1275,35.464,25.34,92,100,12.73,light snow
603,Gritsovskiy,RU,54.1376,38.1604,27.41,87,39,14.18,scattered clouds
604,Marsh Harbour,BS,26.5412,-77.0636,73.63,61,95,6.53,overcast clouds
605,Piripiri,BR,-4.2733,-41.7769,76.51,85,88,2.84,moderate rain
606,Ankazoabo,MG,-22.2833,44.5167,76.95,51,0,2.15,clear sky
607,Umm Kaddadah,SD,13.6017,26.6876,67.48,37,0,12.35,clear sky
608,Takoradi,GH,4.8845,-1.7554,79.39,85,87,7.63,overcast clouds
609,Chukhloma,RU,58.7525,42.6825,30.07,99,100,4.34,snow
610,Atikokan,CA,48.7555,-91.6216,24.15,79,99,13.06,overcast clouds
611,Tetouan,MA,35.5711,-5.3724,54.37,62,0,14.97,clear sky
612,Dostpur,IN,26.2833,82.4667,67.24,56,88,2.26,overcast clouds
613,Ushtobe,KZ,45.2514,77.9838,43.45,68,100,4.09,overcast clouds
614,Alto Araguaia,BR,-17.3147,-53.2153,70.92,89,19,2.39,few clouds
615,Milledgeville,US,33.0801,-83.2321,63.79,76,1,0.0,clear sky
616,Bogorodsk,RU,56.1033,43.5158,33.15,98,100,14.76,light snow
617,Boras,SE,57.721,12.9401,26.55,89,99,10.2,light snow
618,Prince Rupert,CA,54.3161,-130.3201,40.69,88,90,11.5,light rain
619,Blackfoot,US,43.1905,-112.345,48.54,65,98,1.63,overcast clouds
620,Buraydah,SA,26.326,43.975,50.45,45,100,4.99,overcast clouds
621,Kita,ML,13.0349,-9.4895,72.88,22,93,4.07,overcast clouds
622,Iracoubo,GF,5.4802,-53.2011,76.5,91,41,8.25,scattered clouds
623,Kilindoni,TZ,-7.9139,39.6668,79.86,80,12,12.93,moderate rain
624,Hope,US,33.6671,-93.5916,66.25,98,100,4.14,overcast clouds
625,Deniliquin,AU,-35.5333,144.9667,74.68,28,0,14.34,clear sky
626,Mwinilunga,ZM,-11.7358,24.4293,61.05,91,13,1.19,few clouds
627,Balikpapan,ID,-1.2675,116.8289,85.19,74,20,5.75,few clouds
628,Mountain Home,US,43.133,-115.6912,44.78,100,1,0.0,clear sky
629,Poronaysk,RU,49.2167,143.1167,13.3,74,16,13.89,few clouds
630,Erzin,TR,36.9559,36.2,48.72,51,100,6.31,overcast clouds
631,Moree,AU,-29.4667,149.85,89.62,33,75,14.97,broken clouds
632,Havelock,US,34.8791,-76.9013,57.94,84,0,5.93,clear sky
633,Rabaul,PG,-4.1967,152.1721,83.62,74,62,6.69,light rain
634,Kem,RU,64.9555,34.5793,19.36,79,73,13.11,broken clouds
635,Iralaya,HN,15.0,-83.2333,76.84,89,94,9.71,overcast clouds
636,Goulburn,AU,-34.75,149.7167,73.65,39,0,10.2,clear sky
637,Dauphin,CA,51.1494,-100.0502,19.54,73,75,13.8,broken clouds
638,Itaueira,BR,-7.6033,-43.0256,73.42,89,61,2.33,broken clouds
639,Plettenberg Bay,ZA,-34.0527,23.3716,60.24,78,100,2.04,overcast clouds
640,Dutlwe,BW,-23.9833,23.9,70.79,71,60,14.74,broken clouds
641,Kirkuk,IQ,35.4681,44.3922,50.77,43,91,4.5,overcast clouds
642,Puerto Colombia,CO,10.9878,-74.9547,82.49,78,74,24.87,broken clouds
643,Lodwar,KE,3.1191,35.5973,79.09,57,49,7.49,scattered clouds
644,Ankazobe,MG,-18.3167,47.1167,64.81,88,15,5.01,few clouds
645,Tyup,KG,42.7276,78.3648,29.53,74,99,4.29,overcast clouds
646,Chumphon,TH,10.3333,98.8333,78.91,65,78,9.26,broken clouds
647,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.41,91,4,8.03,clear sky
648,Kolyvan,RU,55.3053,82.7391,25.05,91,100,14.52,overcast clouds
649,Ransang,PH,8.9603,117.5828,84.07,72,27,1.01,scattered clouds
650,Vanimo,PG,-2.6741,141.3028,85.23,74,100,6.85,overcast clouds
651,Serowe,BW,-22.3833,26.7167,75.54,43,16,10.83,few clouds
652,Boa Vista,BR,2.8197,-60.6733,78.78,78,0,6.91,clear sky
653,Yar-Sale,RU,66.8333,70.8333,-8.37,97,100,9.55,overcast clouds
654,Dakar,SN,14.6937,-17.4441,70.68,66,97,19.08,overcast clouds
655,Sirjan,IR,29.452,55.6814,42.37,64,0,4.05,clear sky
656,Riyadh,SA,24.6877,46.7219,48.34,40,81,5.21,broken clouds
657,Okahandja,NA,-21.9833,16.9167,61.83,35,98,3.51,overcast clouds
658,Betare Oya,CM,5.6,14.0833,69.84,82,98,2.64,overcast clouds
659,Bozeman,US,45.6796,-111.0386,44.71,65,90,3.0,overcast clouds
660,Boralday,KZ,43.3578,76.8594,35.46,80,75,4.47,mist
661,Outjo,NA,-20.1167,16.15,64.33,42,94,4.25,overcast clouds
662,Inuvik,CA,68.3499,-133.7218,-17.39,69,1,3.44,clear sky
663,Megion,RU,61.0296,76.1136,23.02,93,100,15.08,light snow
664,Imbituba,BR,-28.24,-48.6703,71.82,89,100,9.78,light rain
665,Russell,US,32.3502,-85.1999,60.03,100,1,3.44,mist
666,Thinadhoo,MV,0.5333,72.9333,82.4,76,29,11.65,scattered clouds
667,Borovskoy,KZ,53.8,64.15,25.81,95,19,9.35,few clouds
668,Dong Hoi,VN,17.4833,106.6,69.01,62,79,10.92,broken clouds
669,Yarmouth,US,41.7057,-70.2286,37.96,58,1,6.91,clear sky
670,Puerto Carreno,CO,6.189,-67.4859,79.09,65,57,5.82,broken clouds
671,Vestmanna,FO,62.1564,-7.1664,32.92,86,75,2.3,broken clouds
672,Nalvo,PH,16.8096,120.5108,81.16,49,11,6.13,few clouds
673,Lafiagi,NG,8.8667,5.4167,73.33,28,100,2.04,overcast clouds
674,Aleysk,RU,52.4926,82.7822,27.7,88,71,17.98,broken clouds
675,Ugoofaaru,MV,5.6667,73.0,81.9,76,7,5.39,clear sky
676,Moose Factory,CA,51.2585,-80.6094,-2.2,71,1,8.05,clear sky
677,Kadoma,JP,34.7333,135.5833,53.65,42,40,6.91,scattered clouds
678,Picton,AU,-34.1833,150.6,70.02,73,43,11.03,scattered clouds
679,Papara,BR,-3.9839,-38.7273,82.72,89,83,2.98,broken clouds
680,Alice Springs,AU,-23.7,133.8833,96.35,16,0,11.5,clear sky
681,Strezhevoy,RU,60.7333,77.5889,22.98,91,100,13.73,overcast clouds
682,Balingasay,PH,16.3573,119.8564,79.7,63,53,7.76,broken clouds
683,Seoul,KR,37.5683,126.9778,40.57,42,0,4.61,clear sky
684,Barra Do Garcas,BR,-15.89,-52.2567,75.15,88,85,0.38,overcast clouds
685,Lewistown,US,40.5992,-77.5714,43.9,65,75,0.0,broken clouds
686,Aykhal,RU,66.0,111.5,-2.06,99,100,9.95,light snow
687,Altenstadt,DE,50.2833,8.95,37.15,93,100,6.91,light snow
688,Grand Gaube,MU,-20.0064,57.6608,80.38,70,29,5.01,scattered clouds
689,Kidal,ML,18.4411,1.4078,69.85,18,19,8.05,few clouds
690,Santa Luzia,BR,-19.7697,-43.8514,68.9,83,40,9.22,scattered clouds
691,Mount Darwin,ZW,-16.7725,31.5838,70.07,52,0,3.51,clear sky
692,Owando,CG,-0.4819,15.8999,71.13,94,100,2.55,overcast clouds
693,Hambantota,LK,6.1241,81.1185,75.54,100,75,3.44,broken clouds
694,Loknya,RU,56.83,30.1467,21.02,89,95,11.12,overcast clouds
695,Uvat,RU,59.1433,68.8953,19.2,92,96,8.7,overcast clouds
696,Iquique,CL,-20.2208,-70.1431,64.44,69,13,3.44,few clouds
